"loan_id","customer_id","funded_amount","term_months","int_rate","fico_score","dti","purpose","home_ownership","issue_date","risk_tier","loan_status"
"LN116131","CUST200020",50000,36,"14.54",721,"0.18","Credit Card Refinance","MORTGAGE","2023-11-23","Low Risk","Default"
"LN116132","CUST214945",50000,36,"13.83",663,"0.43","Debt Consolidation","MORTGAGE","2025-05-13","Medium Risk","Fully Paid"
"LN116133","CUST203676",5000,36,"13.62",724,"0.21","Debt Consolidation","RENT","2024-07-16","Low Risk","Fully Paid"
"LN116134","CUST200394",10000,60,"14.64",716,"0.43","Debt Consolidation","MORTGAGE","2023-03-07","Medium Risk","Fully Paid"
"LN116135","CUST203714",15000,36,"14.05",665,"0.23","Home Improvement","MORTGAGE","2025-09-26","Medium Risk","Fully Paid"
"LN116136","CUST206999",15000,36,"15.45",721,"0.49","Debt Consolidation","RENT","2025-04-24","Low Risk","Fully Paid"
"LN116137","CUST206315",20000,36,"15.76",726,"0.13","Debt Consolidation","RENT","2023-02-19","Low Risk","Fully Paid"
"LN116138","CUST202415",50000,36,"15.36",625,"0.17","Credit Card Refinance","OWN","2024-10-23","High Risk","Fully Paid"
"LN116139","CUST205789",5000,36,"14.00",728,"0.44","Debt Consolidation","MORTGAGE","2024-02-27","Low Risk","Fully Paid"
"LN116140","CUST210738",15000,36,"15.46",674,"0.44","Major Purchase","MORTGAGE","2023-05-02","Medium Risk","Fully Paid"
"LN116141","CUST204700",5000,60,"16.35",667,"0.27","Debt Consolidation","MORTGAGE","2023-06-24","Medium Risk","Fully Paid"
"LN116142","CUST203701",35000,36,"15.20",674,"0.14","Credit Card Refinance","RENT","2023-09-21","Medium Risk","Fully Paid"
"LN116143","CUST214402",50000,36,"12.87",742,"0.05","Small Business","RENT","2023-04-07","Low Risk","Fully Paid"
"LN116144","CUST211214",15000,36,"12.39",741,"0.47","Debt Consolidation","MORTGAGE","2024-04-06","Low Risk","Fully Paid"
"LN116145","CUST206304",5000,36,"16.18",703,"0.35","Debt Consolidation","RENT","2024-05-16","Medium Risk","Fully Paid"
"LN116146","CUST211252",35000,36,"14.31",693,"0.32","Debt Consolidation","RENT","2025-11-13","Medium Risk","Fully Paid"
"LN116147","CUST214488",20000,60,"14.49",674,"0.22","Major Purchase","RENT","2023-03-01","Medium Risk","Fully Paid"
"LN116148","CUST211713",10000,36,"13.72",814,"0.25","Debt Consolidation","MORTGAGE","2023-08-29","Low Risk","Default"
"LN116149","CUST213481",35000,60,"16.59",645,"0.40","Credit Card Refinance","MORTGAGE","2024-05-09","High Risk","Fully Paid"
"LN116150","CUST214773",75000,36,"14.54",657,"0.17","Debt Consolidation","MORTGAGE","2025-10-30","High Risk","Fully Paid"
"LN116151","CUST201842",15000,36,"14.83",695,"0.40","Debt Consolidation","RENT","2025-10-18","Medium Risk","Default"
"LN116152","CUST208058",15000,36,"15.20",634,"0.38","Credit Card Refinance","RENT","2023-07-06","High Risk","Fully Paid"
"LN116153","CUST202779",10000,60,"12.43",732,"0.49","Credit Card Refinance","RENT","2025-02-08","Low Risk","Fully Paid"
"LN116154","CUST201805",15000,36,"16.53",606,"0.36","Debt Consolidation","MORTGAGE","2023-10-22","High Risk","Fully Paid"
"LN116155","CUST203679",15000,36,"16.09",644,"0.40","Major Purchase","MORTGAGE","2024-04-03","High Risk","Fully Paid"
"LN116156","CUST201667",10000,36,"15.10",659,"0.13","Debt Consolidation","RENT","2024-05-22","High Risk","Fully Paid"
"LN116157","CUST204618",5000,36,"17.59",629,"0.27","Debt Consolidation","RENT","2024-12-29","High Risk","Fully Paid"
"LN116158","CUST205855",10000,36,"15.18",732,"0.29","Debt Consolidation","RENT","2025-05-18","Low Risk","Fully Paid"
"LN116159","CUST201250",5000,36,"16.09",614,"0.35","Credit Card Refinance","MORTGAGE","2023-04-20","High Risk","Default"
"LN116160","CUST210088",15000,60,"16.46",631,"0.31","Debt Consolidation","MORTGAGE","2024-10-18","High Risk","Fully Paid"
"LN116161","CUST205468",20000,36,"15.64",646,"0.42","Home Improvement","RENT","2023-06-05","High Risk","Fully Paid"
"LN116162","CUST201940",20000,36,"12.97",722,"0.32","Debt Consolidation","MORTGAGE","2023-03-20","Low Risk","Fully Paid"
"LN116163","CUST205907",10000,60,"13.94",752,"0.20","Credit Card Refinance","OWN","2023-02-04","Low Risk","Fully Paid"
"LN116164","CUST201390",15000,36,"12.03",706,"0.18","Debt Consolidation","MORTGAGE","2023-08-28","Medium Risk","Fully Paid"
"LN116165","CUST214674",35000,36,"15.71",614,"0.48","Credit Card Refinance","RENT","2025-01-19","High Risk","Fully Paid"
"LN116166","CUST200711",15000,60,"14.56",648,"0.33","Credit Card Refinance","RENT","2024-03-23","High Risk","Fully Paid"
"LN116167","CUST209905",75000,36,"12.19",758,"0.32","Home Improvement","MORTGAGE","2024-02-28","Low Risk","Fully Paid"
"LN116168","CUST202476",15000,36,"13.85",681,"0.33","Home Improvement","MORTGAGE","2025-07-25","Medium Risk","Fully Paid"
"LN116169","CUST202918",20000,36,"14.90",607,"0.32","Credit Card Refinance","RENT","2024-07-27","High Risk","Fully Paid"
"LN116170","CUST207023",5000,36,"12.34",789,"0.26","Debt Consolidation","RENT","2024-02-09","Low Risk","Fully Paid"
"LN116171","CUST208692",20000,36,"15.67",651,"0.37","Debt Consolidation","MORTGAGE","2024-10-29","High Risk","Fully Paid"
"LN116172","CUST205487",35000,36,"15.58",676,"0.42","Credit Card Refinance","MORTGAGE","2025-04-06","Medium Risk","Fully Paid"
"LN116173","CUST209825",50000,36,"16.73",645,"0.40","Debt Consolidation","MORTGAGE","2025-07-27","High Risk","Default"
"LN116174","CUST202972",75000,36,"17.31",632,"0.29","Home Improvement","MORTGAGE","2023-02-13","High Risk","Fully Paid"
"LN116175","CUST211132",10000,60,"12.69",744,"0.17","Major Purchase","RENT","2023-09-22","Low Risk","Fully Paid"
"LN116176","CUST206968",15000,36,"15.37",689,"0.14","Debt Consolidation","RENT","2025-07-10","Medium Risk","Fully Paid"
"LN116177","CUST202462",15000,60,"14.73",695,"0.42","Credit Card Refinance","RENT","2025-10-02","Medium Risk","Fully Paid"
"LN116178","CUST214633",15000,36,"16.94",616,"0.24","Credit Card Refinance","MORTGAGE","2023-12-06","High Risk","Fully Paid"
"LN116179","CUST210933",5000,36,"15.19",665,"0.32","Home Improvement","RENT","2025-11-13","Medium Risk","Fully Paid"
"LN116180","CUST211259",35000,36,"15.10",648,"0.20","Debt Consolidation","MORTGAGE","2025-08-01","High Risk","Fully Paid"
"LN116181","CUST204941",50000,36,"16.18",638,"0.32","Debt Consolidation","MORTGAGE","2023-05-26","High Risk","Default"
"LN116182","CUST210237",15000,36,"14.21",703,"0.43","Debt Consolidation","MORTGAGE","2024-10-14","Medium Risk","Fully Paid"
"LN116183","CUST213395",10000,60,"16.37",663,"0.46","Debt Consolidation","MORTGAGE","2025-02-19","Medium Risk","Fully Paid"
"LN116184","CUST204703",5000,36,"16.07",714,"0.13","Credit Card Refinance","MORTGAGE","2025-01-19","Medium Risk","Fully Paid"
"LN116185","CUST205708",20000,36,"13.19",716,"0.38","Credit Card Refinance","MORTGAGE","2025-06-02","Medium Risk","Default"
"LN116186","CUST214343",10000,36,"15.24",658,"0.19","Debt Consolidation","OWN","2025-01-23","High Risk","Fully Paid"
"LN116187","CUST201703",50000,36,"18.43",702,"0.51","Debt Consolidation","RENT","2025-08-05","Medium Risk","Fully Paid"
"LN116188","CUST204442",20000,36,"13.37",656,"0.53","Major Purchase","RENT","2024-08-28","High Risk","Fully Paid"
"LN116189","CUST208180",20000,60,"14.08",640,"0.35","Debt Consolidation","MORTGAGE","2024-12-24","High Risk","Fully Paid"
"LN116190","CUST210842",15000,36,"18.43",626,"0.31","Debt Consolidation","MORTGAGE","2025-10-10","High Risk","Fully Paid"
"LN116191","CUST206048",5000,36,"18.27",684,"0.28","Credit Card Refinance","MORTGAGE","2024-11-28","Medium Risk","Default"
"LN116192","CUST204349",50000,36,"18.63",642,"0.48","Debt Consolidation","RENT","2024-12-03","High Risk","Fully Paid"
"LN116193","CUST213283",20000,60,"14.27",748,"0.32","Small Business","MORTGAGE","2025-01-29","Low Risk","Fully Paid"
"LN116194","CUST214861",75000,36,"12.83",761,"0.34","Debt Consolidation","OWN","2025-01-23","Low Risk","Default"
"LN116195","CUST211655",15000,36,"14.51",703,"0.27","Credit Card Refinance","MORTGAGE","2023-02-22","Medium Risk","Fully Paid"
"LN116196","CUST213086",20000,36,"15.80",692,"0.31","Debt Consolidation","RENT","2024-12-02","Medium Risk","Fully Paid"
"LN116197","CUST201252",5000,36,"16.90",680,"0.36","Debt Consolidation","MORTGAGE","2024-10-25","Medium Risk","Fully Paid"
"LN116198","CUST212925",20000,60,"13.35",798,"0.35","Debt Consolidation","OWN","2024-05-06","Low Risk","Fully Paid"
"LN116199","CUST200036",35000,36,"10.03",778,"0.41","Credit Card Refinance","RENT","2025-03-03","Low Risk","Fully Paid"
"LN116200","CUST214119",35000,60,"14.01",669,"0.33","Debt Consolidation","RENT","2023-10-02","Medium Risk","Fully Paid"
"LN116201","CUST202436",35000,36,"16.17",670,"0.28","Major Purchase","MORTGAGE","2023-06-19","Medium Risk","Fully Paid"
"LN116202","CUST212744",10000,36,"13.02",696,"0.34","Debt Consolidation","RENT","2025-06-26","Medium Risk","Default"
"LN116203","CUST210746",75000,36,"14.12",621,"0.33","Credit Card Refinance","RENT","2023-08-23","High Risk","Fully Paid"
"LN116204","CUST202402",75000,60,"19.06",590,"0.21","Debt Consolidation","MORTGAGE","2024-09-07","High Risk","Default"
"LN116205","CUST205248",5000,36,"17.56",613,"0.05","Small Business","MORTGAGE","2025-11-18","High Risk","Fully Paid"
"LN116206","CUST202422",50000,36,"18.22",664,"0.18","Debt Consolidation","RENT","2025-01-16","Medium Risk","Fully Paid"
"LN116207","CUST206400",10000,60,"18.16",632,"0.15","Credit Card Refinance","RENT","2024-08-09","High Risk","Fully Paid"
"LN116208","CUST207319",20000,36,"12.77",752,"0.41","Major Purchase","MORTGAGE","2023-06-02","Low Risk","Fully Paid"
"LN116209","CUST211819",10000,36,"17.72",606,"0.19","Debt Consolidation","OWN","2024-04-04","High Risk","Fully Paid"
"LN116210","CUST213056",50000,60,"15.99",613,"0.47","Credit Card Refinance","MORTGAGE","2024-12-07","High Risk","Fully Paid"
"LN116211","CUST212871",5000,36,"15.38",588,"0.21","Major Purchase","MORTGAGE","2023-11-25","High Risk","Fully Paid"
"LN116212","CUST207839",15000,60,"18.12",647,"0.37","Debt Consolidation","MORTGAGE","2024-10-02","High Risk","Fully Paid"
"LN116213","CUST213348",15000,36,"15.71",660,"0.53","Small Business","RENT","2023-09-26","Medium Risk","Fully Paid"
"LN116214","CUST201103",10000,36,"17.62",676,"0.37","Debt Consolidation","RENT","2025-01-21","Medium Risk","Fully Paid"
"LN116215","CUST201855",20000,36,"15.71",678,"0.53","Home Improvement","RENT","2023-10-21","Medium Risk","Fully Paid"
"LN116216","CUST209468",5000,36,"16.72",648,"0.19","Small Business","MORTGAGE","2023-05-07","High Risk","Fully Paid"
"LN116217","CUST207004",20000,36,"17.69",627,"0.44","Debt Consolidation","RENT","2025-07-17","High Risk","Fully Paid"
"LN116218","CUST211907",75000,36,"14.72",700,"0.22","Debt Consolidation","RENT","2025-12-20","Medium Risk","Fully Paid"
"LN116219","CUST204563",35000,60,"16.27",635,"0.42","Debt Consolidation","RENT","2025-10-22","High Risk","Default"
"LN116220","CUST202371",35000,60,"14.89",719,"0.29","Debt Consolidation","RENT","2023-12-02","Medium Risk","Fully Paid"
"LN116221","CUST201482",10000,36,"19.24",605,"0.33","Credit Card Refinance","OWN","2023-06-02","High Risk","Fully Paid"
"LN116222","CUST205293",10000,36,"17.21",642,"0.30","Debt Consolidation","RENT","2025-03-18","High Risk","Fully Paid"
"LN116223","CUST202090",15000,36,"12.98",782,"0.26","Debt Consolidation","MORTGAGE","2024-10-03","Low Risk","Fully Paid"
"LN116224","CUST202980",5000,36,"12.18",788,"0.32","Debt Consolidation","RENT","2023-07-17","Low Risk","Fully Paid"
"LN116225","CUST212576",50000,60,"17.05",611,"0.35","Home Improvement","OWN","2023-05-18","High Risk","Fully Paid"
"LN116226","CUST206309",5000,36,"12.70",740,"0.12","Debt Consolidation","MORTGAGE","2024-01-14","Low Risk","Fully Paid"
"LN116227","CUST205778",50000,36,"12.03",760,"0.27","Home Improvement","MORTGAGE","2023-07-09","Low Risk","Fully Paid"
"LN116228","CUST205232",5000,36,"13.82",733,"0.38","Debt Consolidation","MORTGAGE","2024-09-05","Low Risk","Fully Paid"
"LN116229","CUST208098",35000,36,"15.61",676,"0.32","Credit Card Refinance","MORTGAGE","2025-02-05","Medium Risk","Fully Paid"
"LN116230","CUST206945",5000,36,"19.02",583,"0.42","Debt Consolidation","RENT","2025-10-03","High Risk","Fully Paid"
"LN116231","CUST207886",5000,36,"13.71",684,"0.12","Debt Consolidation","RENT","2024-08-27","Medium Risk","Fully Paid"
"LN116232","CUST211362",20000,36,"15.02",700,"0.34","Home Improvement","RENT","2024-08-28","Medium Risk","Fully Paid"
"LN116233","CUST206783",10000,36,"15.87",691,"0.39","Major Purchase","RENT","2024-10-16","Medium Risk","Fully Paid"
"LN116234","CUST209859",20000,36,"13.45",703,"0.27","Debt Consolidation","MORTGAGE","2023-11-02","Medium Risk","Fully Paid"
"LN116235","CUST213001",15000,60,"15.83",639,"0.25","Debt Consolidation","MORTGAGE","2023-05-03","High Risk","Fully Paid"
"LN116236","CUST210431",5000,36,"17.26",655,"0.46","Home Improvement","RENT","2024-02-23","High Risk","Fully Paid"
"LN116237","CUST205464",50000,36,"18.41",560,"0.05","Debt Consolidation","MORTGAGE","2023-03-24","High Risk","Fully Paid"
"LN116238","CUST202265",15000,36,"11.37",724,"0.24","Debt Consolidation","MORTGAGE","2023-10-05","Low Risk","Fully Paid"
"LN116239","CUST213143",20000,36,"17.79",635,"0.23","Debt Consolidation","MORTGAGE","2025-08-27","High Risk","Fully Paid"
"LN116240","CUST210715",15000,60,"15.96",667,"0.37","Credit Card Refinance","MORTGAGE","2025-02-28","Medium Risk","Fully Paid"
"LN116241","CUST204029",20000,60,"12.79",692,"0.42","Debt Consolidation","MORTGAGE","2024-06-20","Medium Risk","Fully Paid"
"LN116242","CUST206279",10000,60,"14.91",651,"0.43","Credit Card Refinance","MORTGAGE","2025-08-06","High Risk","Fully Paid"
"LN116243","CUST206860",10000,60,"16.66",626,"0.23","Credit Card Refinance","MORTGAGE","2024-02-19","High Risk","Fully Paid"
"LN116244","CUST209001",15000,60,"15.67",692,"0.33","Debt Consolidation","RENT","2023-02-22","Medium Risk","Fully Paid"
"LN116245","CUST208145",15000,36,"19.29",590,"0.24","Debt Consolidation","OWN","2025-11-16","High Risk","Default"
"LN116246","CUST208827",10000,36,"13.20",718,"0.42","Debt Consolidation","MORTGAGE","2023-10-17","Medium Risk","Fully Paid"
"LN116247","CUST208746",20000,36,"14.00",713,"0.33","Major Purchase","OWN","2024-09-06","Medium Risk","Fully Paid"
"LN116248","CUST208071",20000,60,"17.53",652,"0.29","Home Improvement","MORTGAGE","2023-04-27","High Risk","Fully Paid"
"LN116249","CUST208725",5000,36,"17.69",655,"0.32","Small Business","MORTGAGE","2024-01-22","High Risk","Default"
"LN116250","CUST208786",10000,36,"16.26",630,"0.41","Debt Consolidation","MORTGAGE","2025-01-12","High Risk","Fully Paid"
"LN116251","CUST213458",15000,60,"15.20",660,"0.34","Home Improvement","MORTGAGE","2024-05-10","Medium Risk","Fully Paid"
"LN116252","CUST203771",5000,36,"16.52",669,"0.26","Major Purchase","MORTGAGE","2023-12-19","Medium Risk","Fully Paid"
"LN116253","CUST206302",10000,36,"12.79",664,"0.28","Debt Consolidation","MORTGAGE","2023-07-07","Medium Risk","Fully Paid"
"LN116254","CUST201370",5000,60,"13.68",752,"0.39","Debt Consolidation","MORTGAGE","2023-12-12","Low Risk","Fully Paid"
"LN116255","CUST209519",75000,60,"17.66",592,"0.18","Credit Card Refinance","RENT","2024-08-05","High Risk","Default"
"LN116256","CUST211714",20000,60,"15.95",634,"0.41","Debt Consolidation","MORTGAGE","2024-08-08","High Risk","Fully Paid"
"LN116257","CUST206912",5000,60,"15.31",716,"0.07","Debt Consolidation","MORTGAGE","2023-01-20","Medium Risk","Fully Paid"
"LN116258","CUST208634",5000,36,"14.59",782,"0.31","Home Improvement","MORTGAGE","2023-12-21","Low Risk","Fully Paid"
"LN116259","CUST209468",20000,36,"15.14",636,"0.22","Home Improvement","MORTGAGE","2024-02-15","High Risk","Fully Paid"
"LN116260","CUST212724",15000,36,"13.16",730,"0.64","Credit Card Refinance","MORTGAGE","2025-06-12","Low Risk","Default"
"LN116261","CUST211363",35000,60,"17.95",622,"0.05","Debt Consolidation","MORTGAGE","2024-04-23","High Risk","Fully Paid"
"LN116262","CUST213293",50000,36,"13.82",660,"0.26","Credit Card Refinance","RENT","2024-08-16","Medium Risk","Fully Paid"
"LN116263","CUST212260",15000,36,"14.70",680,"0.22","Debt Consolidation","RENT","2023-02-15","Medium Risk","Fully Paid"
"LN116264","CUST203594",5000,36,"19.63",645,"0.40","Debt Consolidation","MORTGAGE","2024-05-28","High Risk","Fully Paid"
"LN116265","CUST211520",35000,36,"16.31",659,"0.45","Debt Consolidation","MORTGAGE","2023-07-04","High Risk","Fully Paid"
"LN116266","CUST201430",50000,36,"16.80",611,"0.29","Debt Consolidation","RENT","2023-12-27","High Risk","Fully Paid"
"LN116267","CUST203854",15000,60,"12.09",713,"0.05","Credit Card Refinance","OWN","2023-07-01","Medium Risk","Fully Paid"
"LN116268","CUST205927",20000,36,"13.01",635,"0.53","Debt Consolidation","OWN","2023-03-21","High Risk","Fully Paid"
"LN116269","CUST200047",10000,36,"17.94",646,"0.42","Small Business","MORTGAGE","2025-01-10","High Risk","Fully Paid"
"LN116270","CUST203331",10000,36,"14.75",640,"0.52","Credit Card Refinance","MORTGAGE","2023-12-04","High Risk","Fully Paid"
"LN116271","CUST213937",20000,36,"16.49",643,"0.28","Credit Card Refinance","RENT","2024-12-25","High Risk","Fully Paid"
"LN116272","CUST200282",50000,36,"17.24",687,"0.34","Debt Consolidation","RENT","2025-09-06","Medium Risk","Fully Paid"
"LN116273","CUST205938",20000,36,"14.68",683,"0.24","Major Purchase","RENT","2024-10-11","Medium Risk","Fully Paid"
"LN116274","CUST209149",35000,60,"11.69",805,"0.05","Debt Consolidation","MORTGAGE","2023-05-06","Low Risk","Fully Paid"
"LN116275","CUST207765",5000,60,"16.87",667,"0.25","Debt Consolidation","MORTGAGE","2023-02-25","Medium Risk","Fully Paid"
"LN116276","CUST202189",10000,60,"17.68",674,"0.19","Major Purchase","MORTGAGE","2024-08-01","Medium Risk","Fully Paid"
"LN116277","CUST201805",15000,36,"15.12",746,"0.29","Debt Consolidation","RENT","2025-09-06","Low Risk","Default"
"LN116278","CUST200977",5000,60,"17.43",691,"0.11","Major Purchase","MORTGAGE","2024-06-01","Medium Risk","Fully Paid"
"LN116279","CUST214932",20000,60,"12.16",675,"0.38","Debt Consolidation","RENT","2023-07-01","Medium Risk","Fully Paid"
"LN116280","CUST205724",10000,60,"16.31",673,"0.34","Home Improvement","RENT","2023-10-07","Medium Risk","Fully Paid"
"LN116281","CUST205913",35000,36,"17.20",689,"0.05","Debt Consolidation","RENT","2024-04-29","Medium Risk","Fully Paid"
"LN116282","CUST213906",35000,36,"14.98",728,"0.05","Credit Card Refinance","RENT","2023-11-12","Low Risk","Fully Paid"
"LN116283","CUST213916",15000,36,"13.61",747,"0.20","Credit Card Refinance","MORTGAGE","2024-10-27","Low Risk","Default"
"LN116284","CUST214202",5000,60,"12.39",731,"0.40","Home Improvement","RENT","2024-09-11","Low Risk","Fully Paid"
"LN116285","CUST212758",20000,36,"13.82",703,"0.56","Credit Card Refinance","OWN","2025-04-12","Medium Risk","Fully Paid"
"LN116286","CUST213419",75000,36,"17.50",690,"0.18","Small Business","RENT","2023-01-17","Medium Risk","Fully Paid"
"LN116287","CUST202284",20000,36,"12.92",781,"0.23","Home Improvement","MORTGAGE","2023-06-26","Low Risk","Fully Paid"
"LN116288","CUST204829",5000,60,"15.15",656,"0.15","Debt Consolidation","MORTGAGE","2023-06-28","High Risk","Fully Paid"
"LN116289","CUST207544",5000,60,"12.32",714,"0.27","Credit Card Refinance","MORTGAGE","2023-08-22","Medium Risk","Fully Paid"
"LN116290","CUST202362",10000,60,"14.75",738,"0.28","Home Improvement","RENT","2024-02-22","Low Risk","Fully Paid"
"LN116291","CUST213685",5000,60,"12.99",732,"0.42","Small Business","MORTGAGE","2024-09-11","Low Risk","Fully Paid"
"LN116292","CUST213981",35000,36,"16.43",641,"0.12","Debt Consolidation","RENT","2024-04-22","High Risk","Fully Paid"
"LN116293","CUST209036",35000,36,"14.59",820,"0.42","Home Improvement","RENT","2024-06-20","Low Risk","Fully Paid"
"LN116294","CUST214958",10000,60,"14.62",763,"0.39","Credit Card Refinance","MORTGAGE","2025-10-25","Low Risk","Fully Paid"
"LN116295","CUST206899",10000,60,"16.16",732,"0.23","Credit Card Refinance","MORTGAGE","2025-01-21","Low Risk","Fully Paid"
"LN116296","CUST203974",10000,36,"16.99",629,"0.21","Debt Consolidation","RENT","2025-08-26","High Risk","Fully Paid"
"LN116297","CUST203453",50000,36,"15.37",728,"0.27","Debt Consolidation","RENT","2023-05-21","Low Risk","Fully Paid"
"LN116298","CUST213564",15000,36,"20.39",564,"0.21","Major Purchase","RENT","2024-02-18","High Risk","Fully Paid"
"LN116299","CUST203680",20000,36,"14.56",668,"0.26","Major Purchase","MORTGAGE","2024-03-14","Medium Risk","Fully Paid"
"LN116300","CUST200916",15000,36,"15.32",685,"0.08","Debt Consolidation","RENT","2025-06-04","Medium Risk","Fully Paid"
"LN116301","CUST212239",20000,36,"15.04",657,"0.26","Debt Consolidation","RENT","2023-12-27","High Risk","Fully Paid"
"LN116302","CUST202258",10000,60,"12.61",759,"0.25","Credit Card Refinance","MORTGAGE","2025-08-03","Low Risk","Fully Paid"
"LN116303","CUST201921",10000,36,"15.15",685,"0.32","Credit Card Refinance","MORTGAGE","2025-05-25","Medium Risk","Fully Paid"
"LN116304","CUST211400",20000,36,"15.29",631,"0.45","Debt Consolidation","MORTGAGE","2025-05-01","High Risk","Fully Paid"
"LN116305","CUST211534",15000,36,"14.02",717,"0.28","Debt Consolidation","RENT","2023-06-28","Medium Risk","Fully Paid"
"LN116306","CUST202345",10000,60,"16.05",699,"0.18","Major Purchase","RENT","2024-01-16","Medium Risk","Fully Paid"
"LN116307","CUST206185",5000,36,"17.56",592,"0.09","Major Purchase","MORTGAGE","2025-10-07","High Risk","Fully Paid"
"LN116308","CUST212011",10000,36,"12.69",746,"0.37","Credit Card Refinance","MORTGAGE","2024-05-04","Low Risk","Default"
"LN116309","CUST200432",15000,36,"16.55",685,"0.33","Debt Consolidation","RENT","2024-08-17","Medium Risk","Fully Paid"
"LN116310","CUST211406",20000,36,"12.90",729,"0.29","Major Purchase","RENT","2023-09-21","Low Risk","Fully Paid"
"LN116311","CUST206959",50000,36,"13.34",700,"0.32","Debt Consolidation","RENT","2023-08-26","Medium Risk","Fully Paid"
"LN116312","CUST206090",5000,36,"17.73",663,"0.40","Debt Consolidation","MORTGAGE","2023-08-27","Medium Risk","Default"
"LN116313","CUST200887",10000,36,"16.24",701,"0.34","Debt Consolidation","MORTGAGE","2023-11-05","Medium Risk","Fully Paid"
"LN116314","CUST211492",5000,36,"15.14",674,"0.34","Debt Consolidation","MORTGAGE","2023-02-23","Medium Risk","Fully Paid"
"LN116315","CUST201737",15000,36,"17.99",694,"0.47","Credit Card Refinance","RENT","2023-12-05","Medium Risk","Fully Paid"
"LN116316","CUST210859",15000,60,"13.90",710,"0.31","Home Improvement","MORTGAGE","2023-06-26","Medium Risk","Fully Paid"
"LN116317","CUST209530",20000,60,"16.35",687,"0.22","Major Purchase","MORTGAGE","2024-02-22","Medium Risk","Fully Paid"
"LN116318","CUST201209",10000,36,"12.55",703,"0.46","Home Improvement","RENT","2025-10-26","Medium Risk","Default"
"LN116319","CUST207813",15000,36,"14.45",661,"0.23","Credit Card Refinance","MORTGAGE","2023-06-21","Medium Risk","Fully Paid"
"LN116320","CUST213721",35000,36,"17.77",651,"0.15","Debt Consolidation","MORTGAGE","2024-04-03","High Risk","Default"
"LN116321","CUST209731",50000,36,"16.68",718,"0.35","Debt Consolidation","OWN","2023-03-22","Medium Risk","Fully Paid"
"LN116322","CUST214262",50000,60,"13.47",752,"0.38","Home Improvement","RENT","2023-07-08","Low Risk","Default"
"LN116323","CUST202592",35000,36,"19.57",654,"0.20","Debt Consolidation","RENT","2024-08-16","High Risk","Fully Paid"
"LN116324","CUST200495",50000,60,"17.09",695,"0.40","Home Improvement","MORTGAGE","2024-09-17","Medium Risk","Fully Paid"
"LN116325","CUST202407",10000,60,"16.23",609,"0.30","Credit Card Refinance","MORTGAGE","2023-03-12","High Risk","Fully Paid"
"LN116326","CUST205985",5000,36,"12.68",770,"0.24","Debt Consolidation","MORTGAGE","2023-11-30","Low Risk","Fully Paid"
"LN116327","CUST202315",5000,36,"12.00",737,"0.30","Debt Consolidation","MORTGAGE","2025-12-12","Low Risk","Fully Paid"
"LN116328","CUST201295",20000,36,"15.59",650,"0.23","Debt Consolidation","RENT","2023-04-14","High Risk","Fully Paid"
"LN116329","CUST204015",50000,36,"16.31",662,"0.30","Debt Consolidation","MORTGAGE","2025-12-17","Medium Risk","Fully Paid"
"LN116330","CUST201263",5000,60,"14.06",740,"0.50","Credit Card Refinance","RENT","2023-05-24","Low Risk","Fully Paid"
"LN116331","CUST200205",20000,36,"15.35",688,"0.26","Debt Consolidation","OWN","2025-02-16","Medium Risk","Fully Paid"
"LN116332","CUST209326",20000,36,"16.22",711,"0.26","Debt Consolidation","MORTGAGE","2025-04-24","Medium Risk","Fully Paid"
"LN116333","CUST213617",50000,60,"17.00",630,"0.20","Debt Consolidation","RENT","2024-09-10","High Risk","Fully Paid"
"LN116334","CUST213332",20000,60,"15.83",708,"0.25","Debt Consolidation","RENT","2025-01-08","Medium Risk","Fully Paid"
"LN116335","CUST206824",75000,36,"16.37",672,"0.15","Home Improvement","RENT","2023-11-20","Medium Risk","Fully Paid"
"LN116336","CUST202453",10000,60,"15.58",694,"0.24","Debt Consolidation","MORTGAGE","2024-01-21","Medium Risk","Fully Paid"
"LN116337","CUST212541",10000,36,"17.38",660,"0.21","Small Business","MORTGAGE","2023-08-28","Medium Risk","Fully Paid"
"LN116338","CUST202989",15000,60,"16.98",669,"0.27","Home Improvement","MORTGAGE","2023-08-09","Medium Risk","Fully Paid"
"LN116339","CUST207697",10000,36,"13.69",685,"0.18","Debt Consolidation","MORTGAGE","2023-03-15","Medium Risk","Fully Paid"
"LN116340","CUST212183",5000,60,"18.98",650,"0.60","Debt Consolidation","MORTGAGE","2025-11-16","High Risk","Fully Paid"
"LN116341","CUST202296",20000,36,"12.86",793,"0.20","Debt Consolidation","MORTGAGE","2023-11-12","Low Risk","Fully Paid"
"LN116342","CUST212257",35000,36,"15.40",627,"0.25","Debt Consolidation","RENT","2023-05-24","High Risk","Default"
"LN116343","CUST208642",20000,36,"14.80",704,"0.33","Credit Card Refinance","OWN","2024-03-20","Medium Risk","Fully Paid"
"LN116344","CUST211446",10000,36,"15.52",695,"0.35","Debt Consolidation","RENT","2024-01-29","Medium Risk","Fully Paid"
"LN116345","CUST204908",15000,36,"15.43",718,"0.39","Debt Consolidation","MORTGAGE","2024-10-19","Medium Risk","Fully Paid"
"LN116346","CUST207704",10000,60,"20.09",554,"0.27","Home Improvement","MORTGAGE","2025-03-14","High Risk","Fully Paid"
